age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
38,private,10,civ_spouse,machine_op_inspct,husband,other,male,0,0,40,iran,0
48,private,13,divorced,prof_specialty,not_in_family,white,male,0,2231,30,united_states,1
34,local_gov,9,never_married,protective_serv,not_in_family,amer_indian_eskimo,male,0,0,40,united_states,0
41,private,10,civ_spouse,adm_clerical,wife,black,female,0,0,40,united_states,1
33,private,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
32,private,15,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
27,self_emp_not_inc,9,never_married,farming_fishing,unmarried,white,male,0,0,50,united_states,0
20,private,9,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
19,private,8,never_married,handlers_cleaners,own_child,white,male,0,0,20,united_states,0
45,private,12,divorced,prof_specialty,unmarried,white,female,0,0,50,united_states,0
37,private,12,never_married,other_service,not_in_family,white,female,0,0,30,united_states,0
23,private,13,never_married,other_service,own_child,black,female,0,0,30,united_states,0
39,private,15,civ_spouse,craft_repair,husband,white,male,7688,0,40,united_states,1
23,private,10,never_married,other_service,own_child,white,female,0,0,20,united_states,0
38,self_emp_not_inc,15,civ_spouse,prof_specialty,husband,white,male,0,0,37,united_states,1
22,private,10,never_married,other_service,other_relative,white,male,0,0,25,united_states,0
25,private,10,civ_spouse,prof_specialty,husband,white,male,0,0,45,united_states,0
33,private,10,divorced,handlers_cleaners,own_child,white,male,0,0,40,united_states,0
47,self_emp_inc,10,civ_spouse,sales,husband,white,male,0,0,45,united_states,0
33,private,10,civ_spouse,craft_repair,husband,white,male,0,0,41,united_states,1
23,local_gov,10,never_married,adm_clerical,not_in_family,white,male,0,0,30,united_states,0
42,private,13,civ_spouse,exec_managerial,husband,white,male,0,1902,50,united_states,1
28,self_emp_not_inc,14,never_married,prof_specialty,own_child,white,male,0,0,40,united_states,0
35,private,9,never_married,machine_op_inspct,not_in_family,asian_pac_islander,male,0,0,40,cambodia,0
35,private,9,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
35,private,12,civ_spouse,prof_specialty,husband,white,male,0,0,45,united_states,0
41,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,1
47,state_gov,13,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,1
22,private,9,never_married,handlers_cleaners,own_child,black,male,0,0,40,united_states,0
21,private,10,never_married,other_service,own_child,white,male,0,0,25,united_states,0
43,federal_gov,15,civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,50,india,1
33,private,12,never_married,craft_repair,not_in_family,white,male,0,0,45,united_states,0
46,private,5,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,guatemala,0
25,federal_gov,13,never_married,tech_support,not_in_family,white,male,0,0,45,united_states,0
57,self_emp_not_inc,10,civ_spouse,other_service,husband,white,male,0,0,48,united_states,0
38,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
76,private,9,widowed,other_service,unmarried,white,female,0,0,33,united_states,0
23,private,10,never_married,other_service,own_child,white,female,0,0,20,united_states,0
24,private,9,never_married,other_service,not_in_family,white,female,0,0,35,united_states,0
42,self_emp_not_inc,13,civ_spouse,prof_specialty,husband,white,male,0,0,21,united_states,0
38,private,14,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
31,federal_gov,9,civ_spouse,farming_fishing,husband,amer_indian_eskimo,male,0,0,40,united_states,0
26,self_emp_inc,13,civ_spouse,sales,husband,white,male,0,0,80,united_states,1
23,private,10,never_married,sales,own_child,white,female,0,0,40,united_states,0
51,private,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
42,self_emp_not_inc,9,civ_spouse,craft_repair,husband,white,male,0,0,45,united_states,0
30,private,10,divorced,adm_clerical,unmarried,white,female,0,0,10,united_states,0
23,private,13,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,0
25,local_gov,13,never_married,prof_specialty,own_child,white,male,0,0,45,united_states,0
34,private,8,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
56,private,10,widowed,craft_repair,unmarried,white,female,0,0,38,united_states,0
41,private,7,divorced,priv_house_serv,unmarried,white,female,0,0,25,guatemala,0
30,private,10,never_married,sales,not_in_family,white,female,0,0,40,united_states,0
43,private,9,civ_spouse,prof_specialty,wife,white,female,0,0,35,united_states,0
63,self_emp_not_inc,10,civ_spouse,prof_specialty,wife,white,female,20051,0,10,united_states,1
42,private,10,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,0
69,self_emp_inc,12,civ_spouse,sales,husband,white,male,0,0,40,united_states,1
24,private,8,never_married,farming_fishing,own_child,white,male,0,0,30,united_states,0
38,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
44,private,9,divorced,other_service,unmarried,white,female,0,0,40,united_states,0
54,private,10,civ_spouse,craft_repair,husband,white,male,3103,0,40,germany,1
25,private,9,never_married,adm_clerical,unmarried,black,female,0,0,40,united_states,0
21,private,10,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
50,state_gov,9,civ_spouse,craft_repair,husband,white,male,0,1485,40,united_states,1
46,private,9,separated,other_service,unmarried,black,female,0,0,25,united_states,0
48,private,9,divorced,machine_op_inspct,unmarried,white,female,0,0,44,united_states,0
59,federal_gov,9,civ_spouse,craft_repair,husband,white,male,0,1887,40,united_states,1
63,private,4,divorced,sales,not_in_family,white,female,0,0,40,united_states,0
20,private,10,never_married,handlers_cleaners,own_child,white,female,0,0,40,united_states,0
47,private,9,divorced,adm_clerical,unmarried,white,male,0,0,40,honduras,0
46,private,9,civ_spouse,handlers_cleaners,husband,black,male,0,0,40,united_states,0
46,private,13,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,0
65,private,11,civ_spouse,farming_fishing,husband,white,male,6767,0,60,united_states,0
26,private,9,never_married,other_service,other_relative,white,male,0,0,40,united_states,0
31,private,10,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,1
46,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
60,private,9,civ_spouse,craft_repair,husband,asian_pac_islander,male,0,0,40,united_states,0
44,self_emp_inc,9,civ_spouse,sales,wife,white,female,0,0,60,united_states,0
69,private,9,civ_spouse,craft_repair,husband,white,male,0,0,16,united_states,0
29,private,10,never_married,transport_moving,unmarried,white,male,0,0,40,united_states,0
28,private,10,never_married,transport_moving,own_child,white,male,0,0,20,united_states,0
18,private,7,never_married,sales,own_child,white,male,0,0,13,united_states,0
46,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
47,private,9,civ_spouse,exec_managerial,wife,white,female,0,0,30,united_states,1
58,private,10,civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,1
47,federal_gov,13,civ_spouse,exec_managerial,husband,other,male,0,0,40,peru,1
47,private,13,civ_spouse,sales,husband,white,male,0,0,45,united_states,1
22,private,9,never_married,other_service,own_child,black,male,0,0,80,united_states,0
26,private,6,civ_spouse,handlers_cleaners,husband,white,male,0,0,38,united_states,0
27,private,13,civ_spouse,exec_managerial,husband,white,male,7298,0,55,united_states,1
44,state_gov,13,never_married,farming_fishing,not_in_family,white,male,0,0,40,united_states,0
20,private,9,never_married,craft_repair,unmarried,white,male,0,0,40,united_states,0
39,private,6,widowed,machine_op_inspct,not_in_family,black,male,0,1590,40,united_states,0
36,private,9,civ_spouse,transport_moving,husband,white,male,7298,0,50,united_states,1
23,private,10,never_married,other_service,not_in_family,asian_pac_islander,male,0,0,40,dominican_republic,0
26,private,13,never_married,other_service,not_in_family,white,male,0,0,30,united_states,0
33,private,3,separated,other_service,unmarried,white,female,0,0,40,mexico,0
34,private,9,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
42,private,9,divorced,priv_house_serv,unmarried,white,female,0,0,60,columbia,0
21,private,9,never_married,machine_op_inspct,other_relative,white,male,0,0,40,united_states,0
58,private,9,civ_spouse,priv_house_serv,other_relative,asian_pac_islander,female,0,0,60,philippines,0
23,private,10,never_married,tech_support,own_child,white,male,0,0,25,united_states,0
18,private,7,never_married,craft_repair,own_child,white,male,0,0,30,united_states,0
55,private,11,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
33,self_emp_not_inc,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
24,private,13,never_married,exec_managerial,own_child,white,female,0,0,40,united_states,0
52,private,11,civ_spouse,sales,husband,white,male,0,0,40,united_states,0
58,private,13,widowed,craft_repair,not_in_family,white,male,0,0,40,united_states,1
56,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,italy,1
33,self_emp_not_inc,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
47,private,9,separated,craft_repair,unmarried,white,male,0,0,40,united_states,1
29,state_gov,12,never_married,prof_specialty,not_in_family,black,male,0,0,40,united_states,1
31,private,10,never_married,sales,own_child,white,female,0,0,40,united_states,0
70,self_emp_not_inc,11,civ_spouse,farming_fishing,husband,white,male,0,0,24,united_states,1
51,private,9,widowed,other_service,unmarried,white,female,0,0,32,united_states,0
61,federal_gov,15,civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
31,private,7,civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,0
57,self_emp_not_inc,2,widowed,craft_repair,other_relative,white,female,0,1602,45,columbia,0
29,local_gov,13,civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,0
31,private,9,divorced,craft_repair,own_child,white,male,0,0,50,united_states,0
36,private,12,divorced,prof_specialty,unmarried,white,female,0,0,36,united_states,0
71,private,6,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
44,local_gov,12,divorced,protective_serv,not_in_family,white,female,0,0,56,united_states,1
31,private,10,never_married,other_service,not_in_family,white,female,0,0,20,united_states,0
35,private,11,divorced,sales,not_in_family,white,male,0,0,40,united_states,0
35,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,55,united_states,0
31,state_gov,10,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
31,private,13,never_married,farming_fishing,not_in_family,white,male,0,0,40,united_states,0
41,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
46,local_gov,10,civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,1
64,private,15,widowed,prof_specialty,not_in_family,white,female,0,2444,40,united_states,1
66,state_gov,6,divorced,other_service,not_in_family,black,female,0,0,40,united_states,0
51,local_gov,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
27,private,12,never_married,craft_repair,unmarried,white,male,0,0,40,united_states,0
42,self_emp_not_inc,11,civ_spouse,transport_moving,husband,white,male,4386,0,80,united_states,1
46,local_gov,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,1
64,local_gov,9,civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,0
62,private,10,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
23,private,13,never_married,sales,not_in_family,white,male,0,0,48,united_states,0
59,private,9,civ_spouse,adm_clerical,husband,white,male,0,0,45,united_states,1
23,private,4,never_married,farming_fishing,unmarried,other,male,0,0,36,mexico,0
27,private,6,never_married,adm_clerical,own_child,white,male,0,0,60,united_states,0
21,private,7,never_married,other_service,unmarried,black,female,0,0,40,united_states,0
57,private,14,spouse_absent,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
38,self_emp_inc,11,divorced,farming_fishing,not_in_family,white,male,0,0,50,united_states,0
55,federal_gov,10,civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,1
45,federal_gov,14,civ_spouse,sales,husband,white,male,0,0,50,united_states,1
25,private,13,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
52,private,10,divorced,sales,other_relative,white,female,0,0,20,united_states,1
38,self_emp_not_inc,9,divorced,craft_repair,unmarried,white,male,0,0,60,united_states,0
59,private,9,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,1
50,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,1485,40,united_states,0
36,private,9,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
40,private,5,never_married,craft_repair,other_relative,black,male,0,0,40,united_states,0
35,self_emp_not_inc,13,civ_spouse,sales,husband,white,male,0,0,40,germany,0
35,private,13,civ_spouse,handlers_cleaners,husband,white,male,0,0,45,united_states,0
26,private,9,never_married,handlers_cleaners,own_child,black,male,0,0,48,united_states,0
33,private,9,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,0
24,private,11,never_married,exec_managerial,own_child,white,female,0,0,60,united_states,0
30,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
26,local_gov,9,civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
37,self_emp_not_inc,11,civ_spouse,craft_repair,husband,white,male,0,0,30,united_states,0
56,state_gov,16,civ_spouse,prof_specialty,not_in_family,asian_pac_islander,male,2885,0,40,china,0
36,local_gov,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
51,private,9,civ_spouse,sales,husband,white,male,0,0,40,united_states,0
41,self_emp_not_inc,14,never_married,sales,not_in_family,white,female,0,0,30,united_states,0
35,private,9,never_married,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,0
50,private,9,civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,0
40,private,10,civ_spouse,tech_support,husband,white,male,0,0,40,united_states,0
37,private,6,civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,1
33,private,14,never_married,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
24,private,10,never_married,other_service,not_in_family,white,male,0,0,35,united_states,0
57,federal_gov,9,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
26,private,10,civ_spouse,machine_op_inspct,husband,black,male,0,0,40,united_states,0
24,private,9,never_married,machine_op_inspct,not_in_family,white,male,0,0,48,united_states,0
33,private,13,civ_spouse,adm_clerical,husband,white,male,0,0,60,united_states,0
39,private,9,divorced,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
54,private,14,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
36,private,9,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,0
40,private,13,civ_spouse,handlers_cleaners,husband,white,male,0,0,80,united_states,1
32,private,12,civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,0
42,private,13,separated,other_service,not_in_family,white,female,0,0,50,united_states,0
51,self_emp_not_inc,12,never_married,farming_fishing,own_child,white,female,0,0,40,united_states,0
33,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,45,united_states,0
52,private,9,civ_spouse,sales,husband,white,male,0,0,60,united_states,1
40,private,9,civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,1
57,local_gov,13,civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,35,india,0
60,private,13,civ_spouse,sales,husband,white,male,0,0,40,united_states,1
23,private,5,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
24,private,9,never_married,craft_repair,own_child,white,male,0,0,40,el_salvador,0
46,private,9,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,0
42,private,5,civ_spouse,craft_repair,husband,white,male,0,0,40,mexico,0
44,state_gov,16,civ_spouse,prof_specialty,husband,white,male,5013,0,60,united_states,0
46,private,3,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,mexico,0
55,local_gov,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
53,federal_gov,9,divorced,craft_repair,not_in_family,black,male,0,0,40,united_states,0
60,private,10,civ_spouse,machine_op_inspct,husband,white,male,3103,0,40,united_states,1
64,state_gov,5,never_married,adm_clerical,not_in_family,white,female,0,0,38,united_states,0
60,private,9,divorced,craft_repair,not_in_family,white,female,0,0,40,united_states,0
63,private,9,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,0
40,private,12,divorced,exec_managerial,unmarried,white,male,0,0,45,united_states,0
41,local_gov,11,divorced,prof_specialty,unmarried,white,female,0,0,40,united_states,0
54,private,4,divorced,machine_op_inspct,not_in_family,black,male,0,0,40,united_states,0
23,private,9,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
63,private,9,divorced,craft_repair,not_in_family,white,female,0,0,40,united_states,0
24,state_gov,13,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,0
21,private,9,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
24,state_gov,13,civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,0
50,private,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,38,united_states,0
46,private,3,civ_spouse,other_service,wife,asian_pac_islander,female,0,0,40,philippines,1
27,private,10,never_married,adm_clerical,own_child,black,male,0,0,40,united_states,0
49,private,13,civ_spouse,exec_managerial,wife,white,female,0,0,43,united_states,0
31,private,13,never_married,prof_specialty,unmarried,white,female,0,0,36,united_states,0
30,private,9,never_married,handlers_cleaners,not_in_family,white,male,0,0,22,united_states,0
41,private,10,separated,craft_repair,not_in_family,black,male,0,0,40,united_states,0
35,self_emp_not_inc,15,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
65,private,9,civ_spouse,sales,husband,white,male,9386,0,10,united_states,1
31,local_gov,13,never_married,prof_specialty,own_child,white,female,6849,0,40,united_states,0
64,private,10,widowed,sales,not_in_family,white,male,2354,0,35,united_states,0
46,private,13,divorced,sales,not_in_family,white,male,8614,0,40,united_states,1
36,private,11,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
38,private,9,divorced,other_service,not_in_family,white,female,0,0,40,united_states,0
43,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,1
60,private,9,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,0
21,private,7,never_married,tech_support,own_child,white,female,0,0,35,united_states,0
46,private,10,divorced,priv_house_serv,unmarried,white,female,0,0,30,united_states,0
52,private,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
27,self_emp_not_inc,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,0
21,private,12,never_married,other_service,own_child,white,female,0,0,5,united_states,0
53,private,9,separated,adm_clerical,unmarried,white,female,0,1876,38,united_states,0
26,private,4,never_married,machine_op_inspct,own_child,white,male,0,0,48,united_states,0
31,private,10,civ_spouse,craft_repair,husband,white,male,4386,0,50,united_states,1
35,private,9,civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,0
44,local_gov,14,civ_spouse,exec_managerial,husband,white,male,0,1887,60,united_states,1
36,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,45,united_states,0
43,private,10,civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,0
36,private,13,divorced,sales,not_in_family,white,female,0,0,40,india,0
21,private,6,never_married,prof_specialty,unmarried,black,female,0,0,40,united_states,0
39,self_emp_not_inc,9,civ_spouse,other_service,husband,white,male,0,0,50,united_states,0
52,private,9,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
39,private,4,spouse_absent,machine_op_inspct,unmarried,other,female,0,0,40,dominican_republic,0
26,private,9,separated,other_service,unmarried,white,female,0,0,39,united_states,0
59,state_gov,16,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,1
39,private,15,civ_spouse,prof_specialty,husband,white,male,0,0,55,united_states,1
45,private,12,widowed,tech_support,unmarried,white,male,0,0,40,united_states,1
23,private,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,25,united_states,0
30,local_gov,13,civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,0
22,private,10,never_married,prof_specialty,not_in_family,white,male,0,0,12,united_states,0
47,self_emp_not_inc,9,never_married,transport_moving,own_child,white,male,0,0,60,united_states,0
45,private,10,divorced,other_service,not_in_family,white,female,0,0,32,united_states,0
19,private,10,never_married,adm_clerical,own_child,white,female,0,0,40,puerto_rico,0
26,self_emp_inc,9,separated,sales,unmarried,white,female,0,0,20,honduras,0
63,private,9,civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,0
40,private,13,divorced,protective_serv,not_in_family,white,male,0,0,45,united_states,0
51,private,10,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
21,private,9,never_married,other_service,own_child,white,female,0,0,30,united_states,0
32,private,9,civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,0
30,private,10,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
51,self_emp_not_inc,13,divorced,sales,unmarried,white,female,0,0,40,united_states,0
57,local_gov,14,civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,1
68,private,10,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
27,private,15,never_married,prof_specialty,not_in_family,white,male,0,0,50,united_states,0
25,self_emp_not_inc,9,separated,craft_repair,own_child,white,male,0,0,35,united_states,0
20,private,9,never_married,handlers_cleaners,own_child,white,male,0,0,40,united_states,0
37,self_emp_not_inc,14,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
38,private,12,never_married,other_service,unmarried,black,female,0,0,30,united_states,0
42,private,9,separated,craft_repair,unmarried,white,male,0,0,40,united_states,0
27,private,9,never_married,transport_moving,own_child,white,male,0,0,40,united_states,0
34,private,6,separated,exec_managerial,unmarried,white,female,0,0,45,united_states,0
43,local_gov,11,never_married,adm_clerical,not_in_family,white,female,0,0,35,united_states,0
19,private,10,never_married,other_service,own_child,black,male,0,0,25,united_states,0
31,private,10,civ_spouse,exec_managerial,husband,black,male,0,0,40,united_states,1
53,local_gov,9,civ_spouse,other_service,husband,white,male,0,0,45,united_states,0
65,private,11,spouse_absent,craft_repair,not_in_family,white,male,0,0,20,united_states,0
60,self_emp_not_inc,9,civ_spouse,craft_repair,husband,white,male,0,0,30,united_states,0
43,private,9,never_married,other_service,not_in_family,black,male,0,0,40,haiti,0
24,private,9,never_married,exec_managerial,not_in_family,white,male,0,0,50,united_states,0
30,private,9,never_married,sales,not_in_family,white,female,0,0,35,united_states,0
49,private,9,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,0
24,private,13,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,0
51,local_gov,14,separated,prof_specialty,not_in_family,white,male,0,0,39,united_states,1
31,private,12,civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
26,private,10,civ_spouse,exec_managerial,husband,white,male,0,0,42,united_states,0
33,private,14,civ_spouse,prof_specialty,husband,white,male,15024,0,40,united_states,1
31,private,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
37,private,11,civ_spouse,tech_support,wife,white,female,0,0,24,united_states,1
46,private,14,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
52,private,9,civ_spouse,machine_op_inspct,husband,asian_pac_islander,male,0,0,40,vietnam,0
20,private,10,never_married,other_service,own_child,white,female,0,0,20,united_states,0
64,self_emp_not_inc,16,civ_spouse,exec_managerial,husband,white,male,0,0,25,united_states,1
25,private,13,never_married,tech_support,not_in_family,white,female,0,1564,30,united_states,1
44,state_gov,14,civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,1
30,private,9,separated,exec_managerial,unmarried,white,female,0,0,29,united_states,0
21,private,9,never_married,adm_clerical,unmarried,black,female,0,0,40,united_states,0
43,private,9,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,0
23,private,10,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
25,private,10,civ_spouse,sales,husband,white,male,0,0,50,united_states,0
45,private,10,never_married,exec_managerial,not_in_family,white,female,6849,0,43,united_states,0
34,private,9,civ_spouse,prof_specialty,husband,white,male,0,0,39,united_states,0
46,self_emp_not_inc,9,civ_spouse,farming_fishing,husband,white,male,0,0,35,united_states,0
37,self_emp_not_inc,13,civ_spouse,sales,husband,white,male,0,0,20,canada,1
60,local_gov,14,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
47,federal_gov,10,civ_spouse,adm_clerical,husband,white,male,0,0,48,united_states,1
53,private,13,divorced,prof_specialty,not_in_family,white,female,0,0,50,united_states,1
36,private,13,divorced,prof_specialty,not_in_family,white,male,0,0,50,united_states,1
29,federal_gov,13,married_af_spouse,prof_specialty,husband,white,male,0,0,50,united_states,1
57,private,6,widowed,other_service,unmarried,white,female,0,0,40,united_states,0
26,private,9,never_married,craft_repair,not_in_family,white,male,4416,0,40,united_states,0
50,private,11,civ_spouse,sales,husband,white,male,0,0,50,united_states,1
32,private,11,divorced,other_service,unmarried,white,female,0,0,40,united_states,0
30,private,14,civ_spouse,prof_specialty,husband,white,male,0,0,47,united_states,1
23,private,13,never_married,prof_specialty,own_child,white,male,0,0,40,united_states,0
41,private,9,widowed,transport_moving,not_in_family,white,female,13550,0,60,united_states,1
45,self_emp_not_inc,10,never_married,farming_fishing,not_in_family,white,male,0,0,50,united_states,0
47,federal_gov,9,civ_spouse,prof_specialty,wife,black,female,0,0,40,united_states,0
47,local_gov,13,never_married,prof_specialty,not_in_family,white,female,0,0,50,united_states,0
47,private,13,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
35,private,10,civ_spouse,handlers_cleaners,husband,white,male,0,1579,40,united_states,0
34,private,8,never_married,adm_clerical,unmarried,white,female,0,0,40,united_states,0
43,self_emp_not_inc,9,civ_spouse,exec_managerial,husband,white,male,0,0,35,united_states,1
55,private,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
50,private,15,civ_spouse,prof_specialty,husband,white,male,0,2415,60,united_states,1
43,private,10,civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,0
30,private,13,never_married,sales,not_in_family,white,male,0,0,65,united_states,0
41,state_gov,14,civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,1
30,self_emp_not_inc,10,civ_spouse,sales,husband,amer_indian_eskimo,male,0,0,55,united_states,1
60,private,10,separated,transport_moving,not_in_family,amer_indian_eskimo,female,0,0,30,united_states,0
42,self_emp_not_inc,15,civ_spouse,prof_specialty,husband,white,male,0,1902,50,united_states,1
36,private,10,civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,0
58,private,10,civ_spouse,sales,husband,white,male,0,0,45,united_states,1
49,private,13,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,1
18,private,8,never_married,craft_repair,own_child,white,male,0,0,10,united_states,0
47,private,9,civ_spouse,transport_moving,husband,white,male,0,0,70,united_states,1
24,private,9,civ_spouse,handlers_cleaners,husband,white,male,4386,0,40,united_states,1
23,private,5,never_married,machine_op_inspct,other_relative,white,female,0,0,40,mexico,0
39,self_emp_not_inc,13,civ_spouse,prof_specialty,husband,white,male,0,0,60,canada,1
44,private,9,civ_spouse,other_service,husband,white,male,0,0,25,mexico,0
41,self_emp_not_inc,14,civ_spouse,exec_managerial,wife,white,female,0,0,10,united_states,1
53,private,10,divorced,adm_clerical,unmarried,other,female,4865,0,45,mexico,0
21,private,10,never_married,adm_clerical,own_child,white,female,0,0,20,united_states,0
45,private,9,civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
29,federal_gov,13,never_married,prof_specialty,not_in_family,white,male,0,0,48,united_states,0
36,private,3,separated,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,0
25,private,12,divorced,adm_clerical,not_in_family,black,female,0,0,45,united_states,0
45,local_gov,14,civ_spouse,prof_specialty,wife,white,female,0,1977,35,united_states,1
47,state_gov,10,divorced,tech_support,unmarried,black,female,0,0,48,united_states,0
37,self_emp_not_inc,6,civ_spouse,craft_repair,husband,white,male,0,0,40,mexico,0
22,local_gov,13,never_married,prof_specialty,own_child,white,female,0,0,35,united_states,0
23,private,12,never_married,adm_clerical,not_in_family,white,male,0,0,12,united_states,0
46,federal_gov,10,civ_spouse,adm_clerical,husband,white,male,0,0,80,united_states,1
64,private,10,widowed,tech_support,not_in_family,white,female,0,0,35,united_states,0
